uid	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
202388889	0.000253264268264	0.0066930290054	0.00861267606915	0.0409063499806	0.000625754257364	0.4	0.125	0.75	0.22754491018
1392518336	0.000286005656556	0.00285136694873	0.0175336948553	0.0137922823135	0.00248066866312	0.7	0.125	0.666666666667	0.952095808383
361208576	0.000152632648364	0.00196693097302	0.00712735554735	0.00219117155663	0.000625754257364	0.5	0.25	0.416666666667	0.77245508982
1535215357	0.000568640876083	0.00831164928528	0.170980129631	0.168854637564	0.00151968891074	0.7	0.0	0.666666666667	0.137724550898
4396196375	0.000299968895681	0.00327821828836	0.0330517924808	0.0513091337863	0.00167612747508	0.9	0.0	0.833333333333	0.952095808383
17938477	7.96867612122e-05	0.00169716092637	0.00494803652088	0.0153746884158	0.00125150851473	0.2	0.25	1.0	0.239520958084
720288026681716737	1.61299486442e-05	0.000239036750193	0.00851444299116	7.10546429408e-05	0.00196665623743	1.0	0.125	0.75	0.51497005988
174004739	8.8835090294e-05	0.00641642933732	0.0512412840882	0.25500359114	0.000603405891029	0.4	0.0	0.75	0.0
53783678	0.000181762854125	0.00367775114225	0.0355749272802	0.132810729635	0.00116211504939	0.3	0.25	0.5	0.700598802395
257662370	0.000184411054648	0.00469194992522	0.017451833957	0.0180056306004	0.000648102623698	0.5	0.25	0.916666666667	0.526946107784
4795355113	6.71679951003e-05	0.00138641315112	0.00070127502897	0.000800805029901	0.000178786930675	1.0	0.25	0.916666666667	0.958083832335
1633971270	2.72042417432e-05	0.000198059021588	0.0069636337507	0.011357220496	4.46967326688e-05	0.7	0.125	0.833333333333	0.479041916168
2803810119	1.37224936227e-05	0.00110639867232	0.00358914560871	0.0157818123159	6.70450990033e-05	0.8	0.0	0.583333333333	0.0
2244770588	0.0114209666221	0.0828159895097	0.011331367459	0.00380814478248	0.00527421445492	0.7	0.0	0.916666666667	0.766467065868
102071251	8.28164527402e-05	0.00267038198073	0.00514268354578	0.00131547109228	0.000491664059357	0.4	0.125	0.25	0.622754491018
3358825450	8.25757072381e-05	0.000478073500386	0.00412578927549	0.0203581154004	0.0	0.9	0.0	0.75	0.11377245509
555940842	0.000103761311427	0.00140007239399	0.0385246483165	0.0236458329333	0.000111741831672	0.6	0.0	0.75	0.353293413174
2469354073	2.07041131851e-05	0.000153666482267	0.000133706133928	3.45671235928e-05	0.000268180396013	0.8	0.125	1.0	0.0
360464656	9.48537278478e-05	0.00281380403084	0.0744070087482	0.0249805079831	0.000312877128682	0.5	0.125	0.75	0.880239520958
77243076	2.16670951937e-05	0.000645399225521	0.0111731030556	7.68158302063e-06	0.000223483663344	0.3	0.25	0.75	0.305389221557
1731752761	3.61118253228e-06	0.000140007239399	4.27495802355e-05	0.000117144141065	0.0	0.7	0.0	0.666666666667	0.215568862275
2330149164	0.000104483547934	0.00161179065844	0.0231802777085	0.00278457384498	0.000245832029679	0.8	0.0	0.666666666667	0.14371257485
2830586398	4.09267353658e-05	0.00135909466538	0.00107965429233	0.00135003821588	6.70450990033e-05	0.8	0.25	1.0	0.497005988024
443273019	5.29640104734e-05	0.00057710301118	0.0097987495293	0.00501415331672	2.23483663344e-05	0.5	0.125	0.666666666667	0.874251497006
2591381383	0.00142545411824	0.00602031129414	0.00301157149276	0.000345671235928	0.00806776024673	0.8	0.25	1.0	0.934131736527
1093716612	3.70748073314e-05	0.000840043436392	0.00272414878309	0.00153247581262	0.000156438564341	0.7	0.125	1.0	0.437125748503
36620392	0.000128558098149	0.00425143934272	0.0292634520195	0.00991308288812	0.000670450990033	0.3	0.125	0.833333333333	0.179640718563
3437626995	4.33341903873e-06	0.000143422050116	6.00313254371e-05	2.30447490619e-05	0.0	0.9	0.0	1.0	0.131736526946
387962514	0.000129521080158	0.0129318881854	0.00123791869576	0.00573238132914	0.00020113529701	0.5	0.125	1.0	0.706586826347
2938363689	1.5889203142e-05	0.000478073500386	0.00041112362269	1.15223745309e-05	6.70450990033e-05	0.8	0.0	0.666666666667	0.958083832335
20930398	0.000250856813242	0.00515636418273	0.0714636546707	0.000906426796434	0.00324051311849	0.3	0.125	0.166666666667	0.844311377246
143697407	0.000114354113522	0.000143422050116	0.0215949049777	0.0119198964523	0.000134090198007	0.4	0.125	0.583333333333	0.0
2291500309	1.44447301291e-06	0.000105859132228	7.27652429541e-06	1.92039575516e-06	0.0	0.8	0.125	0.75	0.137724550898
352663209	4.88713369368e-05	0.000539540093293	0.00953406595805	0.00423831343163	4.46967326688e-05	0.5	0.0	0.5	0.215568862275
14616266	0.000626419796599	0.0110025201303	0.0836309128582	0.0207575577175	0.00914048183078	0.2	0.0	0.75	0.952095808383
2277153890	0.000181040617618	0.00318260358828	0.00540100015826	0.00735895653376	0.00178786930675	0.8	0.125	0.666666666667	0.604790419162
455246957	8.54646532639e-05	0.00156398330841	0.00805784109162	0.0218560240894	0.000648102623698	0.6	0.0	0.25	0.910179640719
1400974436	0.000110502185488	0.00291624835235	0.00331172811995	0.00694799184216	0.000178786930675	0.7	0.125	1.0	0.455089820359
449119247	0.000153114139369	0.000997124729376	0.0373131070213	0.0727292280393	0.000849237920708	0.5	0.125	0.916666666667	0.730538922156
330816423	5.99456300358e-05	0.00204888643023	0.00817153678374	0.00510825270872	6.70450990033e-05	0.5	0.125	0.5	0.766467065868
29204608	9.46129823457e-05	0.00411143210332	0.00878367439009	0.0099226848669	0.000178786930675	0.3	0.125	0.833333333333	0.0
2733660094	3.10561697776e-05	0.00113713196877	0.000910475102463	0.00771422974847	2.23483663344e-05	0.8	0.125	0.916666666667	0.604790419162
4756963587	1.56484576399e-05	0.000143422050116	0.00246674173614	0.0086763480218	0.000111741831672	1.0	0.125	0.833333333333	0.0
22045364	7.75200516929e-05	0.000788821275637	0.00181003541848	0.00264054416334	0.000357573861351	0.3	0.125	0.666666666667	0.724550898204
4136625193	8.61868897703e-05	0.00304259634888	0.000150078313593	0.000167074430699	4.46967326688e-05	0.9	0.125	0.916666666667	0.88622754491
372046661	5.65751930057e-05	0.00494806072899	0.0106901237555	0.016768895734	0.000312877128682	0.5	0.0	0.666666666667	0.934131736527
849310634	0.000120372751076	0.00133519099036	0.0108356542414	0.00214508205851	4.46967326688e-05	0.6	0.0	0.916666666667	0.461077844311
24036997	0.000448749616011	0.00621495550502	0.0583413526695	0.000120984932575	0.00113976668306	0.3	0.125	0.416666666667	0.22754491018
1141088486	5.17602829626e-05	0.000928828515035	0.00582485769847	0.000816168195942	0.0	0.7	0.0	0.666666666667	0.0
3014684283	0.00407389538741	0.0207347306739	0.0391959076827	0.0296816367917	0.00107272158405	0.9	0.125	0.833333333333	0.359281437126
3293949957	0.000111224421994	0.000949317379338	0.0187597891991	0.0338085672695	0.000268180396013	0.9	0.0	0.833333333333	0.712574850299
727272715665690624	1.2759511614e-05	0.000191229400154	0.00105782471944	0.000783521468104	2.23483663344e-05	1.0	0.0	0.583333333333	0.706586826347
2752545437	8.47424167574e-05	0.000652228846955	0.0374022444439	0.0855421085177	0.000357573861351	0.8	0.125	0.666666666667	0.40119760479
14368656	0.000211374550889	0.00112005791519	0.0295554225569	0.0373017671482	0.000603405891029	0.2	0.125	0.25	0.0718562874251
20405419	0.000165873650983	0.00508806796839	0.0590462659606	0.00275576790865	0.000178786930675	0.3	0.125	1.0	0.706586826347
2682726528	4.40564268938e-05	0.000833213814958	0.00554289238202	0.0148696243322	4.46967326688e-05	0.8	0.0	0.416666666667	0.796407185629
717841856785088512	8.61868897703e-05	0.00319626283115	0.00423948496761	0.0135253473036	6.70450990033e-05	1.0	0.0	0.833333333333	0.251497005988
2889092479	1.17965296054e-05	0.000119518375096	0.00309616108769	0.00263670337183	0.0	0.8	0.0	0.583333333333	0.269461077844
3182191980	3.44266068077e-05	0.00304259634888	0.0527584394038	3.07263320825e-05	0.000670450990033	0.9	0.25	1.0	0.419161676647
2582869146	5.80196660186e-05	0.00361969936006	0.0025567887243	0.000399442317073	2.23483663344e-05	0.8	0.125	0.583333333333	0.0419161676647
3092469172	3.90007713486e-05	0.000601006686199	0.0123237034598	0.00655431071235	0.00040227059402	0.9	0.25	0.5	0.616766467066
2826839454	3.85192803443e-06	0.00139665758327	0.00058576020578	0.0011349538913	0.000335225495016	0.8	0.0	1.0	0.670658682635
2660374267	9.62982008607e-06	0.000187814589437	0.00383654743475	0.000372556776501	0.000245832029679	0.8	0.125	0.5	0.0
261625073	0.00173914550754	0.00906973726446	0.0256524768379	0.00740696642764	0.0176105126715	0.5	0.0	0.583333333333	0.221556886228
233499930	0.000760515041297	0.0100258842652	0.158283504301	3.45671235928e-05	0.00239127519778	0.5	0.125	0.833333333333	0.299401197605
2664749580	0.000119650514569	0.00432656517849	0.00299610887863	0.00755099610928	0.000581057524695	0.8	0.25	1.0	0.74251497006
106594321	1.08335475968e-05	0.000433680961064	0.00109966473414	0.000211243533067	8.93934653377e-05	0.4	0.125	0.25	0.365269461078
722573847430504448	0.000155040103386	0.00259525614495	0.0282238186108	0.0	0.0119787243552	1.0	0.125	0.75	0.263473053892
3742834517	1.95003856743e-05	0.000850287868543	0.00411305535798	0.00279801661526	0.0	0.9	0.0	0.583333333333	0.532934131737
735391716887429120	2.43152957173e-05	0.000641984414804	0.000134615699465	0.00103125252052	0.000111741831672	1.0	0.0	1.0	0.694610778443
241331375	0.000166595887489	0.00353091428142	0.0151097026994	0.00786402061737	0.000111741831672	0.5	0.25	1.0	0.473053892216
442382315	5.41677379842e-05	0.00101078397224	0.000723104601856	0.0155417628465	0.0	0.5	0.125	0.916666666667	0.14371257485
16536054	5.0797300954e-05	0.00245524890555	0.00166450493257	0.000266935009967	0.000111741831672	0.2	0.125	0.416666666667	0.550898203593
81324827	0.000170688561026	0.000648814036238	0.00495713217624	0.00627009214059	0.000782192821705	0.3	0.125	0.416666666667	0.359281437126
583117972	0.000742459128636	0.010029299076	0.148111832902	0.036408783122	0.00643632950431	0.6	0.5	0.583333333333	0.850299401198
15800855	0.000651457328823	0.00484561640748	0.0538117162956	0.130838483195	0.00288293925714	0.2	0.125	0.916666666667	0.712574850299
705726066	0.0030656532244	0.0395161896176	0.0246783321479	0.000165154034944	0.0118446341572	0.6	0.0	1.0	0.646706586826
68857077	1.17965296054e-05	0.000583932632614	0.00389475962912	0.000825770174718	0.0	0.3	0.125	0.666666666667	0.568862275449
197516080	0.000147817738321	0.000986880297225	0.00567205068827	0.00680396216052	0.000782192821705	0.4	0.125	0.75	0.820359281437
8685682	3.803778934e-05	0.000201473832305	0.00319075590354	6.33730599202e-05	0.000223483663344	0.1	0.125	0.25	0.0
2976908908	2.02226221807e-05	0.000590762254048	0.00150624052915	0.00110998874648	6.70450990033e-05	0.9	0.125	0.916666666667	0.814371257485
2701255986	5.29640104734e-05	0.000874191543563	0.0107838090058	0.0089375218445	0.000156438564341	0.8	0.25	0.833333333333	0.0
620018150	0.000165151414476	0.000652228846955	0.00606589256576	0.036596981906	0.00020113529701	0.6	0.125	0.75	0.526946107784
271451861	0.000672642933012	0.00562077844025	0.0706514126462	0.00097172025211	0.000692799356367	0.5	0.125	0.333333333333	0.443113772455
194773838	3.10561697776e-05	0.000628325171936	0.0155344698052	0.0327657923745	0.000469315693023	0.4	0.125	0.75	0.784431137725
2893677862	2.88894602582e-06	0.0	0.00194919894563	1.92039575516e-06	2.23483663344e-05	0.8	0.0	1.0	0.0
2392573227	1.68521851506e-05	0.000836628625675	0.000302885323796	0.0016573015367	8.93934653377e-05	0.8	0.0	0.583333333333	0.0
1195278157	0.000322598972883	0.00726671720587	0.0492629790454	0.0474721830675	0.00225718499978	0.7	0.125	0.75	0.425149700599
830253571	0.00148443676627	0.000601006686199	0.0302503306271	0.0159565683296	0.00308407455415	0.6	0.125	0.583333333333	0.131736526946
377029968	0.00259306980368	0.0400215816037	0.108033646648	0.00693262867612	0.0270862199973	0.5	0.25	0.666666666667	0.976047904192
122799299	0.000742699874138	0.00393386194603	0.0170161520648	0.000647173369488	0.00607875564296	0.4	0.125	0.916666666667	0.275449101796
27317580	0.000116039332037	0.000256110803778	0.019066312785	0.0263881580716	8.93934653377e-05	0.3	0.0	0.916666666667	0.359281437126
